dates,details,scores,reviews
 3/7/2013 , hairymary |  Age: 19-24 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I cut all of my hair off to my chin 2 years ago. I started taking biotin everyday (5000 mcg daily) and now my hair is almost to the middle of my back and super thick which is a huge deal for me because before I started treatment my hair would grow very very slowly and it was weak and brittle to the point where it would break off which ultimately cancelled out any growth. Fabulous stuff.
 2/18/2013 , conabear |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have diabetes 2 and have had a lot of pain in my feet, burning, sharp pains, etc. Ater a 2 or 3 weeks that pain and burning and tingling is gone. I will continue to use the 5,000 mcg."
 1/29/2013 , No Stress!  |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",After many months of extreme stress/poor sleep my hair began to break off and fall out. I also noticed a thinning spot at crown of my head Dr says could be blood pressure message and/or hormone issues from perimenopause.  I read about biotin and tried it.  Take 5000 mcg per day Natrol Fast Dissolve.  In less than 3 weeks I have no breakage and my hair is thicker at the root. My skin looks better as well.  Also take Bcomplex and Ginkgo daily. It's working wonders for me. 
 1/10/2013 , Butterfly |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been using this for a couple of months and I have not seen any change in my hair. I'm still loosing it. 
 12/29/2012 , Kat |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Brittle nails , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking biotin because my nails became brittle after menopause. It didn't help my nails much but I started getting frequent compliments on my skin. My facial skin has become much smoother and the blotchiness I've had since I was a child is gone.
 11/27/2012 , queenbee3 |  Age: 19-24 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from Trichotillomania, and I have seen a tremendous difference in the way my hair grows. It doesn't help with the disorder, but my hair grows so fast. It definitely decreases my anxiety. I recommend anyone with this anxiety disorder to take Biotin. "
 11/17/2012 , beachedsiren |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Alopecia , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My hair thinned greatly on the crown of my head.  My stylist said to try 500 mcg of Biotin.  I started that about 5 months ago along with generic Rogain for Women once a day.  You can see the regrowth on the top of head.  My dog has lost some of her hair so I'm starting to supplement you diet with Biotin too.
 11/14/2012 , Thetis |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am 64, and have always had thin brittle nails.  I have been using biotin for 6 months, and my nails are strong as nails :) Love the English language :)  In addition, my thin white hair has thickened!!  Love it!!"
 11/9/2012 ,  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Androgenic alopecia , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Biotin supplements and even multivitamins containing small amts of biotin caused a disruption in my hormones.  I experienced irregular cycles,acne, ordorless discharges & even vaginal dryness. Within 2 wks of no biotin, all symptons started to return to normal after about 2 years of consuming biotin.  "
 9/12/2012 , LVsis |  Age: 35-44 |   On supplement for 2 to less than 5 years |   ," Condition: Androgenic alopecia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Within 2 2 weeks, I noticed that almost NO hair fell out, especially while washing my hair.  Spring Valley Bioton 1000 mcg 150ct Softgels.  "
 8/26/2012 , zi2rqs |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",not to good
 8/1/2012 , marilynpubuvvx58 |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/25/2012 ," , |  Age: 13-18 |   On supplement for 1 to 6 months |   "," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",my hair was already apl before i had started taking the vitamins well its been 3 months since i started taking them and its still armpit length. i took one pill a day everday by the way.
 3/21/2012 , Colette |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take 1000 mcg of biotin per day.    NAILS: My nail strength has increased greatly.  Multiple nails used to tear, every week.  Often the tear pattern seemed like some including ""layers"" of the nail were torn. I could not keep them long enough to have white tips.    Now my nails are strong, they no longer peel, and rarely tear. I am able to keep them all at the same length, with moderately sized white tips.      HAIR: I started the biotin for hair and nails. I have very fine hair which is thinni,ng in the vortex area (63 y).  I do not color my hair and I have no gray.  This was my mother's situation in her 60's.  I think the biotin is slowing my vortex hair thinning, but that is difficult to say because I have no controlled comparison. My hairdresser also thinks my hair is actually a bit thicker in the vortex area, needing less work for her to cut it in a flattering way."
 1/24/2012 , Grace |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My nails are stronger than ever now and its only been 2 months taking the 5000mcg  
 1/18/2012 ,  Age: 55-64 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Biotin at 5,000 mcg 3 times a day has done two things for me: It markedly decreases my appetite, and dramatically increases my sex drive. Has done nothing however for my blood sugar."
 1/11/2012 ,  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My nails have definitely imnproved but I have been noticing some facial hair growth, peach fuzz type.  I am wonder if this could be from the biotin."
 12/22/2011 , TheNo1HairShow |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I cut my hair in September and was looking to grow it back out so it would be long again in the spring. My cosmetology instructor suggested biotin so I bought a bottle and tried it. I took one capsule a day for four days and did notice that my hair and nails were growing faster- a plus. However, I also was noticing new acne flare ups around the hairline, on my earlobe, and on my chin. I am not one to neglect my personal hygiene- I always have very clear skin. That is the only downside I have not,iced with it, so if you're okay with increased breakouts, then this product is good for you. It works, I just don't care for the negative side effects, and will probably start taking the capsules less often."
 11/3/2011 ,  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Loosing hair, thought I would give a try. Hair stopped falling out."
 10/4/2011 ,  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am a 59 year old female who has bad paper thin, splitting nails most of my life.  It was recommended to me by my cosmetologist to take biotin.  I started taking 5000 mcg of biotin for about a year.  I didn't see any results, so quit taking the supplement.  At least seven months later my nails are hard as nails and gorgeous without any polish on them.  I have started back on the biotin because I always want to have nails that look like these.        "
 9/4/2011 ,  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been somwhat successful in stopping hair loss.  A small amount appears to have grown back.
 8/6/2011 , HIGH ON VITAMINS |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","i love biotin, i really dont know why but it was 1 of the 1st of the 42 individual vitamins i take a day now. my sugar is completely under control(i make it a habit not to eat loafs of brad and ice cream, candy ..u get the idea) b4 it was up and down all the time everytime i ate. so i would say yes its a good thing and i take 20,000mcg softgels a day."
 8/2/2011 , cris |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was able to stop hair loss with dosage of 1 tablet/day Biotin 5000MCG(5 mg) plus twice/day application of Minoxidil 2%.  I have noticed an unsusual increase in weight  over two months of following this treatment.  I am concerned that Biotin may be contibuting to this, as it ""promotes carbohydrate metabolism"".  What does this mean?  I have kept my same weight all my life, and suddenly I am growing thicker around my waist.  No change on diet.  Can Biotin cause retention of sugars?, can that be t,he cause of my weght gain?  "
 7/26/2011 , jlf2002us |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been on 5000/day for a little over a month now and have really not seen any difference but I've been told it takes 1-2 months so I'm hoping at 38 Biotin helps me grow back the thinning hair on top and I can finally wear bangs again.
 6/8/2011 , hangnloose |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take 5000mcg a day. But being a gastric bypass patient it is not unusual for the hair to fall out. It was coming out in hand fulls. But it has stopped now. And you can see the new growth. I also have to open my up and put it in food. Can't swollow pills
 5/25/2011 , hammy |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/18/2011 , carrolanne |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Well, I decided to give biotin a trie after reading about its effectiveness on thinning hair. I began taking 5000 mcg once a day, however, I began having a feeling of a racing heart and stopped taking it. My daughter is a hair stylist and said she has had several clients mention this happening as well. I may try half the amount and see what happens."
 3/27/2011 , ruthgray |  Age: 75 or over |   On supplement for 1 to less than 2 years |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My dermatologist put me on a low dose of Biotin a year ago.  Every time I used up that bottle, and I did not experience any side effects, he increased the dose.  I am now on 5 mg., one pill a day, and my nails are strong and thick and not breaking.  My white hair is now thick. I am almost 80 years old.  Just go slow and start on low dose. "
 2/8/2011 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/3/2010 ,  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Alopecia , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/30/2010 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I tried to take biotin for hair loss. I became dizy, my joints ached, and it made me hungry all the time. I had thyroid cancer in 2003. I have a baby who just stopped breast feeding. Seems to risky to take."
 7/23/2010 , momosity |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My ""hair loss"" is by choice; I like to grow my hair long, then donate it to charities that use it to make wigs for cancer patients.  I've used Biotin for approximately 3 months now and the results have been remarkable!  Fuller, longer, stronger hair, growing in faster than I've ever experienced.  I'd recommend this to anyone who wants better hair growth."
 7/5/2010 , DebbieSWZ |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking 3,000 mcg of Biotin a day to help my nails get stronger almost a year ago (end of August ’09).  It worked!  However I started having pretty severe headaches from it.  At first I thought the headaches were related to something at work (the start of a new school year, as I work for the school district).  However, it finally occurred to me after about 2 ½ months of frequent severe headaches and asking myself if I had been doing anything differently or eating anything different to c,ause them, that MAYBE it was the Biotin causing it.      Coincidentally, I had started taking the biotin right about the same time as the start of the school year.  I stopped taking the biotin as soon as it occurred to me that it might be causing the headaches.  My doctor was skeptical that it was the biotin, but thought perhaps it was the ‘delivery system’ (the other ingredients in the pill besides the biotin).  She also suggested it might take a few weeks to get entirely out of my system and she was right.  The headaches did start lessening immediately, though.  After about 4 weeks, I was back to having the occasional sinus headache or tension headache.      Just to do an experiment and to test my doctor’s hypothesis that it might just be the delivery system, after 6 months off the biotin, I tried it again.  I tried a different brand that my friend swore was the answer to her weak, brittle finger nails – and it had 1,000 mcg of biotin in it.  I decided to take only one (when I had originally been taking 3,000 mcg) and SURE ENOUGH, THE NEXT DAY I HAD A SEVERE HEADACHE!  Again, it took a couple of weeks for the frequency of my headaches to go back down to normal even after only one dosage of 1,000 mcg.      It’s funny, I researched biotin on so many different websites before I started taking it and there wasn’t one mention of side effects on any of them!  I hope my experience will help others who might have this same reaction.  "
 6/5/2010 , Najice |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Biotin, when my hair began to get brittle and was breaking off. I have noticed a remarkable difference in the texture, length and strength of my hair. I have been using Biotin for about six months. I will continue to use it. I take 2500 mcgs once a day.  "
 4/16/2010 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been taking 1000 mgg of biotin for a week.  I have a faint rash on face and a mild sore throat.  Have  stopped using it.
 4/14/2010 ,  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Biotin deficiency , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I had my stomach stapled a couple of years ago and the clinic suggested taking Biotin since it would be hard to get enough Biotin through diet alone. I have to say I've taken it from day one and have not had any issues with hair loss or weak nails. I have recommended it to others. 
 3/25/2010 , Leigh |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Biotin because I have PCOS and I'm afraid my hair will start falling out, so I am attempting to prevent it. My nails have been a lot nicer. They are stronger and haven't peeled in a long time. My hair feels stronger and thicker, but I still see a lot of hair in the brush. I'm taking 5000mcg each morning."
 3/17/2010 , jc |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",always had lots of hair on my bruah. Hairdresser mentioned it was more than usually seen. Take 2500mcg daily. Seems to be less on hair brush now. Wish it actually grew hair!
 3/4/2010 , Jessica |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Brittle nails , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Perhaps I'm just a rare case but I started taking these again once a day for the past two weeks and noticed some annoying and bad side effects. I took these because I was hoping for stronger nails and clearer skin but my side effects have been blemishes, cramps, and no energy. I'll see how I go now that I've stopped with Biotin. "
 2/19/2010 ," nncynan, |  Age: 55-64 |   On supplement for 1 to 6 months |   "," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking biotin on the advice of my m.d. due to side effects of the synthroid I am on; thinning hair,dry skin,fatigue. I've been on it approximately 2 months and notice a slight improvement in regards to my hair,which is my main concern as a woman.I'm hoping to see even better results the longer I'm on it."
 2/12/2010 ,  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Biotin deficiency , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/1/2009 , Naynay |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Has lessened hair loss from hypothyroidism, nails are growing faster, slowed adult acne, seems to be helping with diabetic blood glucose control."
 10/28/2009 , Teresa |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I havent been on it long enough to really contribute..I would like to know,Iam using it for hair thinning,nerves, how long does it take and are there side effects???"
 10/14/2009 , melt343 |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This stuff is Great! I take 2 a day and my nails grow faster and they are thicker. I Love this stuff and my hair grows faster and is not falling out. It almost looks like some of my grey hair is getting color back in it. 
 9/29/2009 ,      ," Condition: Biotin deficiency , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/5/2009 , Annette |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had gastic bypass surgery one year ago. Started loosing alot of hair and gum loss, I have taken one pill a day for 6 months and my hair loss stopped, finger nails grow alot faster, they are stronger, and my hair growth is unreal.No side effects.A friend told me about this and I think every one needs to know. I am very pleased with this vitamin. I use Finest Natural by Walgreens. Love the price too."
 8/5/2009 ,  Age: 25-34 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/25/2009 , stitches |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Brittle nails , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking 5000 mg of Biotin daily for several months and I have noticed my nails are stronger, not splitting or peeling, also, my hair has stopped falling out. This was the main reason I started taking this vitamin supplement. My hair was baby fine, very thin and weak. Now, my hair is thicker, more abundant and the oil has returned to make it shinier and healthier."
 10/30/2008 , barbara |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 10/7/2008 ,  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 9/30/2008 , mmomma |  Age: 45-54 |     ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",for alopecia
